SYMBOL,DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,OPENINT
VNM,2009-03-11,3.93,3.93,3.85,3.88,42280.0,0.0
VNM,2009-03-12,3.85,3.88,3.83,3.83,46600.0,0.0
VNM,2009-03-13,3.88,3.88,3.83,3.83,35190.0,0.0
VNM,2009-03-16,3.83,3.88,3.83,3.85,37510.0,0.0
VNM,2009-03-17,3.93,3.96,3.9,3.93,62610.0,0.0
VNM,2009-03-18,4.06,4.08,4.03,4.08,156800.0,0.0
VNM,2009-03-19,4.06,4.08,3.93,3.98,44140.0,0.0
VNM,2009-03-20,3.9,3.98,3.9,3.93,61430.0,0.0
VNM,2009-03-23,3.93,3.93,3.9,3.9,46900.0,0.0
VNM,2009-03-24,4.06,4.08,4.06,4.08,183430.0,0.0
VNM,2009-03-25,4.08,4.11,4.06,4.11,75230.0,0.0
VNM,2009-03-26,4.16,4.19,4.11,4.19,105600.0,0.0
VNM,2009-03-27,4.16,4.16,4.06,4.14,76970.0,0.0
VNM,2009-03-30,4.06,4.11,4.03,4.11,50630.0,0.0
VNM,2009-03-31,4.11,4.11,4.03,4.03,54290.0,0.0
VNM,2009-04-01,4.19,4.19,4.08,4.11,29920.0,0.0
VNM,2009-04-02,4.14,4.21,4.11,4.21,39420.0,0.0
VNM,2009-04-03,4.32,4.42,4.32,4.39,156500.0,0.0
VNM,2009-04-07,4.47,4.47,4.34,4.44,69370.0,0.0
VNM,2009-04-08,4.34,4.37,4.24,4.24,80990.0,0.0
VNM,2009-04-09,4.29,4.29,4.16,4.21,41600.0,0.0
VNM,2009-04-10,4.42,4.42,4.11,4.34,135420.0,0.0
VNM,2009-04-13,4.42,4.55,4.37,4.55,215060.0,0.0
VNM,2009-04-14,4.7,4.7,4.42,4.55,302310.0,0.0
VNM,2009-04-15,4.42,4.55,4.42,4.47,437310.0,0.0
VNM,2009-04-16,4.47,4.62,4.42,4.5,323320.0,0.0
VNM,2009-04-17,4.44,4.44,4.29,4.29,178240.0,0.0
VNM,2009-04-20,4.08,4.16,4.08,4.11,138330.0,0.0
VNM,2009-04-21,4.01,4.32,4.01,4.32,171520.0,0.0
VNM,2009-04-22,4.47,4.52,4.37,4.37,146400.0,0.0
VNM,2009-04-23,4.26,4.42,4.24,4.26,25030.0,0.0
VNM,2009-04-24,4.11,4.26,4.11,4.26,72480.0,0.0
VNM,2009-04-27,4.39,4.44,4.34,4.44,150460.0,0.0
VNM,2009-04-28,4.34,4.39,4.34,4.37,46830.0,0.0
VNM,2009-04-29,4.32,4.39,4.32,4.37,30130.0,0.0
VNM,2009-05-04,4.57,4.57,4.57,4.57,163680.0,0.0
VNM,2009-05-05,4.78,4.78,4.78,4.78,221270.0,0.0
VNM,2009-05-06,4.83,4.96,4.78,4.88,228770.0,0.0
VNM,2009-05-07,5.03,5.14,4.98,5.14,89520.0,0.0
VNM,2009-05-08,4.93,5.06,4.91,4.91,52790.0,0.0
VNM,2009-05-11,5.09,5.11,4.98,5.03,163660.0,0.0
VNM,2009-05-12,5.03,5.06,4.98,5.03,119050.0,0.0
VNM,2009-05-13,5.06,5.06,4.88,4.88,175370.0,0.0
VNM,2009-05-14,4.88,4.98,4.88,4.91,145800.0,0.0
VNM,2009-05-15,5.01,5.03,4.93,5.03,114750.0,0.0
VNM,2009-05-18,5.01,5.01,4.96,4.98,132700.0,0.0
VNM,2009-05-19,5.06,5.06,4.93,4.93,110960.0,0.0
VNM,2009-05-20,4.88,4.98,4.85,4.88,140220.0,0.0
VNM,2009-05-21,4.88,4.88,4.85,4.85,143210.0,0.0
VNM,2009-05-22,4.8,4.85,4.73,4.73,111790.0,0.0
VNM,2009-05-25,4.78,4.88,4.73,4.85,151310.0,0.0
VNM,2009-05-26,4.78,4.85,4.73,4.73,166350.0,0.0
VNM,2009-05-27,4.73,4.78,4.7,4.7,162210.0,0.0
VNM,2009-05-28,4.6,4.67,4.57,4.62,287870.0,0.0
VNM,2009-05-29,4.8,4.8,4.52,4.52,129040.0,0.0
VNM,2009-06-01,4.62,4.73,4.62,4.7,257090.0,0.0
VNM,2009-06-02,4.93,4.93,4.73,4.78,199210.0,0.0
VNM,2009-06-03,4.8,4.8,4.73,4.78,220290.0,0.0
VNM,2009-06-04,4.78,4.85,4.78,4.83,245960.0,0.0
VNM,2009-06-05,5.01,5.01,4.91,4.96,184360.0,0.0
VNM,2009-06-08,5.19,5.19,5.19,5.19,142560.0,0.0
VNM,2009-06-09,5.45,5.45,5.34,5.45,302620.0,0.0
VNM,2009-06-10,5.45,5.45,5.19,5.19,240700.0,0.0
VNM,2009-06-11,5.19,5.45,5.14,5.39,114680.0,0.0
VNM,2009-06-12,5.45,5.45,5.19,5.24,137560.0,0.0
VNM,2009-06-15,4.98,5.03,4.98,5.01,263770.0,0.0
VNM,2009-06-16,4.78,4.8,4.78,4.78,304100.0,0.0
VNM,2009-06-17,4.55,4.73,4.55,4.62,263160.0,0.0
VNM,2009-06-18,4.85,4.85,4.78,4.85,76420.0,0.0
VNM,2009-06-19,4.93,4.93,4.83,4.85,69950.0,0.0
VNM,2009-06-22,4.85,4.85,4.73,4.8,44440.0,0.0
VNM,2009-06-23,4.6,4.67,4.57,4.6,244700.0,0.0
VNM,2009-06-24,4.78,4.8,4.73,4.8,74770.0,0.0
VNM,2009-06-25,4.98,4.98,4.83,4.98,177000.0,0.0
VNM,2009-06-26,4.98,5.01,4.96,4.98,177730.0,0.0
VNM,2009-06-29,5.03,5.03,4.91,4.91,34310.0,0.0
VNM,2009-06-30,4.91,4.93,4.73,4.73,74960.0,0.0
VNM,2009-07-01,4.65,4.73,4.62,4.62,179890.0,0.0
VNM,2009-07-02,4.62,4.78,4.62,4.67,203350.0,0.0
VNM,2009-07-03,4.73,4.78,4.7,4.78,77110.0,0.0
VNM,2009-07-06,4.85,4.98,4.78,4.98,200830.0,0.0
VNM,2009-07-07,4.88,4.93,4.78,4.88,272760.0,0.0
VNM,2009-07-08,4.88,5.03,4.83,5.03,187110.0,0.0
VNM,2009-07-09,5.24,5.24,5.24,5.24,71590.0,0.0
VNM,2009-07-10,5.5,5.5,5.5,5.5,49310.0,0.0
VNM,2009-07-13,5.75,5.75,5.75,5.75,535160.0,0.0
VNM,2009-07-14,6.01,6.01,5.65,5.91,1036480.0,0.0
VNM,2009-07-15,6.06,6.16,6.01,6.16,395120.0,0.0
VNM,2009-07-16,6.37,6.37,6.11,6.16,207640.0,0.0
VNM,2009-07-17,6.06,6.06,5.86,5.86,343320.0,0.0
VNM,2009-07-20,5.65,5.75,5.65,5.7,215070.0,0.0
VNM,2009-07-21,5.7,5.8,5.7,5.75,227420.0,0.0
VNM,2009-07-22,5.86,5.96,5.86,5.91,184970.0,0.0
VNM,2009-07-23,5.91,6.01,5.91,6.01,254820.0,0.0
VNM,2009-07-24,6.27,6.27,6.22,6.27,376280.0,0.0
VNM,2009-07-27,6.27,6.48,6.22,6.48,242950.0,0.0
VNM,2009-07-28,6.27,6.48,6.27,6.48,248020.0,0.0
VNM,2009-07-29,6.54,6.54,6.48,6.48,231450.0,0.0
VNM,2009-07-30,6.43,6.48,6.22,6.43,80040.0,0.0
VNM,2009-07-31,6.48,6.59,6.43,6.59,276590.0,0.0
VNM,2009-08-03,6.69,6.9,6.64,6.9,98280.0,0.0
VNM,2009-08-04,7.22,7.22,7.11,7.22,268310.0,0.0
VNM,2009-08-05,7.27,7.53,7.22,7.48,305660.0,0.0
VNM,2009-08-06,7.48,7.69,7.22,7.37,131440.0,0.0
VNM,2009-08-07,7.37,7.43,7.32,7.37,85680.0,0.0
VNM,2009-08-10,7.48,7.58,7.37,7.58,122670.0,0.0
VNM,2009-08-11,7.74,7.84,7.74,7.84,196940.0,0.0
VNM,2009-08-12,7.84,7.9,7.74,7.74,157810.0,0.0
VNM,2009-08-13,7.74,7.79,7.69,7.74,226530.0,0.0
VNM,2009-08-14,7.69,7.84,7.69,7.84,126370.0,0.0
VNM,2009-08-17,7.84,8.0,7.84,7.9,113260.0,0.0
VNM,2009-08-18,7.79,7.84,7.69,7.74,126490.0,0.0
VNM,2009-08-19,7.79,7.9,7.74,7.74,56190.0,0.0
VNM,2009-08-20,8.1,8.1,7.9,8.1,207070.0,0.0
VNM,2009-08-21,8.47,8.47,8.1,8.37,505720.0,0.0
VNM,2009-08-24,8.37,8.37,8.26,8.26,219780.0,0.0
VNM,2009-08-25,8.16,8.21,7.9,8.21,164620.0,0.0
VNM,2009-08-26,7.95,8.1,7.84,7.84,229170.0,0.0
VNM,2009-08-27,8.0,8.05,7.95,8.05,121990.0,0.0
VNM,2009-08-28,8.26,8.26,8.1,8.16,192700.0,0.0
VNM,2009-08-31,8.26,8.26,8.16,8.26,264350.0,0.0
VNM,2009-09-01,8.16,8.26,8.1,8.16,94210.0,0.0
VNM,2009-09-03,8.1,8.1,7.79,7.95,506420.0,0.0
VNM,2009-09-04,7.95,8.0,7.74,7.79,139550.0,0.0
VNM,2009-09-07,7.84,7.9,7.74,7.84,128120.0,0.0
VNM,2009-09-08,8.0,8.21,7.95,8.21,240420.0,0.0
VNM,2009-09-09,8.21,8.26,8.1,8.1,63130.0,0.0
VNM,2009-09-10,8.47,8.47,8.42,8.47,344340.0,0.0
VNM,2009-09-11,8.89,8.89,8.78,8.89,461500.0,0.0
VNM,2009-09-14,9.15,9.26,9.05,9.15,271030.0,0.0
VNM,2009-09-15,8.99,9.1,8.73,8.73,383940.0,0.0
VNM,2009-09-16,8.63,8.68,8.47,8.58,245450.0,0.0
VNM,2009-09-17,8.94,8.99,8.73,8.99,711440.0,0.0
VNM,2009-09-18,9.41,9.41,9.41,9.41,577530.0,0.0
VNM,2009-09-21,9.88,9.88,9.88,9.88,503510.0,0.0
VNM,2009-09-22,10.35,10.35,10.09,10.35,2191200.0,0.0
VNM,2009-09-23,10.35,10.35,9.94,9.94,1145820.0,0.0
VNM,2009-09-24,9.52,9.94,9.46,9.46,1131030.0,0.0
VNM,2009-09-25,9.41,9.62,9.31,9.52,559770.0,0.0
VNM,2009-09-28,9.52,9.57,9.2,9.2,581330.0,0.0
VNM,2009-09-29,8.99,9.15,8.99,8.99,920850.0,0.0
VNM,2009-09-30,9.1,9.41,8.99,9.41,678350.0,0.0
VNM,2009-10-01,9.67,9.67,9.2,9.2,667590.0,0.0
VNM,2009-10-02,8.89,9.1,8.78,8.94,873070.0,0.0
VNM,2009-10-05,8.89,8.99,8.78,8.89,288520.0,0.0
VNM,2009-10-06,8.89,8.94,8.78,8.84,489010.0,0.0
VNM,2009-10-07,8.89,9.26,8.89,9.26,538670.0,0.0
VNM,2009-10-08,9.41,9.41,9.2,9.36,504710.0,0.0
VNM,2009-10-09,9.41,9.41,9.26,9.31,651820.0,0.0
VNM,2009-10-12,9.36,9.36,9.2,9.26,264260.0,0.0
VNM,2009-10-13,9.1,9.2,8.99,8.99,373090.0,0.0
VNM,2009-10-14,8.99,9.41,8.99,9.41,375850.0,0.0
VNM,2009-10-15,9.73,9.78,9.52,9.52,646020.0,0.0
VNM,2009-10-16,9.41,9.41,9.2,9.2,282560.0,0.0
VNM,2009-10-19,9.1,9.2,9.1,9.1,337510.0,0.0
VNM,2009-10-20,9.2,9.26,9.1,9.1,250520.0,0.0
VNM,2009-10-21,8.89,9.05,8.89,8.99,502720.0,0.0
VNM,2009-10-22,8.99,9.05,8.89,8.99,649040.0,0.0
VNM,2009-10-23,8.99,9.05,8.89,8.94,664210.0,0.0
VNM,2009-10-26,8.89,8.99,8.89,8.89,414370.0,0.0
VNM,2009-10-27,8.89,8.94,8.78,8.89,643410.0,0.0
VNM,2009-10-28,8.99,9.31,8.89,9.31,880660.0,0.0
VNM,2009-10-29,9.1,9.2,8.94,9.1,564070.0,0.0
VNM,2009-10-30,9.31,9.31,9.05,9.15,595340.0,0.0
VNM,2009-11-02,8.78,8.84,8.73,8.78,545760.0,0.0
VNM,2009-11-03,8.58,8.73,8.47,8.47,599180.0,0.0
VNM,2009-11-04,8.37,8.68,8.37,8.52,365700.0,0.0
VNM,2009-11-05,8.68,8.94,8.63,8.78,220610.0,0.0
VNM,2009-11-06,8.94,8.94,8.78,8.78,321320.0,0.0
VNM,2009-11-09,8.47,8.78,8.42,8.52,229510.0,0.0
VNM,2009-11-10,8.63,8.68,8.47,8.63,328780.0,0.0
VNM,2009-11-11,8.63,8.89,8.58,8.89,295090.0,0.0
VNM,2009-11-12,8.89,8.99,8.89,8.89,232460.0,0.0
VNM,2009-11-13,8.68,8.89,8.68,8.89,254020.0,0.0
VNM,2009-11-16,8.99,8.99,8.78,8.78,174000.0,0.0
VNM,2009-11-17,8.78,8.84,8.73,8.84,301350.0,0.0
VNM,2009-11-18,8.89,9.05,8.84,9.05,582520.0,0.0
VNM,2009-11-19,9.1,9.15,9.05,9.1,387080.0,0.0
VNM,2009-11-20,9.1,9.15,9.05,9.1,390010.0,0.0
VNM,2009-11-23,8.99,9.1,8.78,8.78,149040.0,0.0
VNM,2009-11-24,8.78,8.89,8.73,8.78,209410.0,0.0
VNM,2009-11-25,8.73,8.73,8.37,8.52,352730.0,0.0
VNM,2009-11-26,8.1,8.16,8.1,8.1,452550.0,0.0
VNM,2009-11-27,7.74,8.47,7.74,8.1,755480.0,0.0
VNM,2009-11-30,8.16,8.37,8.1,8.21,234500.0,0.0
VNM,2009-12-01,8.26,8.37,8.26,8.31,453080.0,0.0
VNM,2009-12-02,8.26,8.31,8.1,8.26,271430.0,0.0
VNM,2009-12-03,8.26,8.26,8.1,8.1,288200.0,0.0
VNM,2009-12-04,8.1,8.21,8.05,8.1,273280.0,0.0
VNM,2009-12-07,7.95,8.05,7.95,8.0,98800.0,0.0
VNM,2009-12-08,7.9,8.1,7.84,7.95,395050.0,0.0
VNM,2009-12-09,7.69,7.84,7.58,7.63,527930.0,0.0
VNM,2009-12-10,7.63,7.69,7.27,7.27,923980.0,0.0
VNM,2009-12-11,7.16,7.27,7.11,7.22,376760.0,0.0
VNM,2009-12-14,7.22,7.32,7.22,7.27,220630.0,0.0
VNM,2009-12-15,7.22,7.32,7.16,7.27,237800.0,0.0
VNM,2009-12-16,7.27,7.27,6.95,6.95,339900.0,0.0
VNM,2009-12-17,6.8,6.85,6.69,6.69,183600.0,0.0
VNM,2009-12-18,7.01,7.01,6.95,7.01,417830.0,0.0
VNM,2009-12-21,7.32,7.32,7.22,7.32,350320.0,0.0
VNM,2009-12-22,7.32,7.43,7.27,7.27,371040.0,0.0
VNM,2009-12-23,7.11,7.32,7.11,7.32,362480.0,0.0
VNM,2009-12-24,7.27,7.32,7.22,7.32,271830.0,0.0
VNM,2009-12-25,7.32,7.69,7.32,7.69,705200.0,0.0
VNM,2009-12-28,7.84,8.05,7.74,8.05,371600.0,0.0
VNM,2009-12-29,8.05,8.1,7.79,7.79,137750.0,0.0
VNM,2009-12-30,7.74,7.9,7.74,7.84,176990.0,0.0
VNM,2009-12-31,7.95,8.0,7.79,7.84,303560.0,0.0
VNM,2010-01-04,7.84,8.21,7.84,8.21,522570.0,0.0
VNM,2010-01-05,8.58,8.58,8.47,8.58,788950.0,0.0
VNM,2010-01-06,8.37,8.68,8.37,8.63,320220.0,0.0
VNM,2010-01-07,8.58,8.63,8.37,8.37,165310.0,0.0
VNM,2010-01-08,8.37,8.52,8.1,8.1,391270.0,0.0
VNM,2010-01-11,8.05,8.16,8.0,8.0,270860.0,0.0
VNM,2010-01-12,7.84,7.95,7.74,7.74,362150.0,0.0
VNM,2010-01-13,7.63,7.95,7.53,7.95,351930.0,0.0
VNM,2010-01-14,7.95,8.05,7.84,7.95,175250.0,0.0
VNM,2010-01-15,8.0,8.0,7.74,7.74,241100.0,0.0
VNM,2010-01-18,7.53,7.58,7.43,7.43,264810.0,0.0
VNM,2010-01-19,7.48,7.79,7.48,7.79,281670.0,0.0
VNM,2010-01-20,7.79,8.16,7.79,8.16,606070.0,0.0
VNM,2010-01-21,8.0,8.16,7.95,7.95,547510.0,0.0
VNM,2010-01-22,7.95,8.05,7.9,7.95,259390.0,0.0
VNM,2010-01-25,8.0,8.16,7.95,8.16,254610.0,0.0
VNM,2010-01-26,8.26,8.52,8.26,8.52,620490.0,0.0
VNM,2010-01-27,8.21,8.42,8.16,8.16,560860.0,0.0
VNM,2010-01-28,8.26,8.26,8.1,8.16,163980.0,0.0
VNM,2010-01-29,8.21,8.26,8.1,8.1,337550.0,0.0
VNM,2010-02-01,8.1,8.47,8.1,8.47,258050.0,0.0
VNM,2010-02-02,8.58,8.63,8.37,8.58,713690.0,0.0
VNM,2010-02-03,8.68,8.99,8.63,8.99,1539620.0,0.0
VNM,2010-02-04,9.1,9.41,9.05,9.31,1188140.0,0.0
VNM,2010-02-05,9.1,9.15,8.89,8.89,551100.0,0.0
VNM,2010-02-08,8.68,8.94,8.68,8.89,246070.0,0.0
VNM,2010-02-09,8.84,8.89,8.47,8.47,1991740.0,0.0
VNM,2010-02-10,8.68,8.89,8.68,8.89,615590.0,0.0
VNM,2010-02-11,8.89,8.89,8.89,8.89,1382690.0,0.0
VNM,2010-02-12,9.31,9.52,9.31,9.46,1058090.0,0.0
VNM,2010-02-22,9.41,9.41,9.2,9.36,640640.0,0.0
VNM,2010-02-23,9.31,9.31,9.05,9.05,542830.0,0.0
VNM,2010-02-24,9.05,9.2,9.05,9.15,435280.0,0.0
VNM,2010-02-25,9.36,9.36,9.26,9.31,591140.0,0.0
VNM,2010-02-26,9.31,9.36,8.99,8.99,964030.0,0.0
VNM,2010-03-01,9.2,9.2,8.99,8.99,314070.0,0.0
VNM,2010-03-02,9.15,9.15,8.94,8.94,371080.0,0.0
VNM,2010-03-03,9.15,9.2,9.05,9.15,182040.0,0.0
VNM,2010-03-04,9.36,9.47,9.26,9.26,423030.0,0.0
VNM,2010-03-05,9.42,9.42,9.2,9.31,257150.0,0.0
VNM,2010-03-08,9.68,9.68,9.36,9.42,328580.0,0.0
VNM,2010-03-09,9.47,9.84,9.47,9.68,1059570.0,0.0
VNM,2010-03-10,9.52,9.68,9.47,9.47,142590.0,0.0
VNM,2010-03-11,9.47,9.52,9.36,9.42,114560.0,0.0
VNM,2010-03-12,9.42,9.47,9.36,9.42,104640.0,0.0
VNM,2010-03-15,9.63,9.63,9.42,9.42,200590.0,0.0
VNM,2010-03-16,9.36,9.47,9.26,9.26,123000.0,0.0
VNM,2010-03-17,9.26,9.36,9.26,9.26,83710.0,0.0
VNM,2010-03-18,9.26,9.31,9.2,9.31,66490.0,0.0
VNM,2010-03-19,9.31,9.36,9.2,9.2,46770.0,0.0
VNM,2010-03-22,9.15,9.31,9.15,9.15,54750.0,0.0
VNM,2010-03-23,9.15,9.2,9.05,9.05,76950.0,0.0
VNM,2010-03-24,9.1,9.15,9.1,9.1,70370.0,0.0
VNM,2010-03-25,8.99,9.1,8.99,9.1,70870.0,0.0
VNM,2010-03-26,9.05,9.1,8.99,9.05,130230.0,0.0
VNM,2010-03-29,9.26,9.26,9.05,9.1,143530.0,0.0
VNM,2010-03-30,8.99,9.1,8.89,8.94,158730.0,0.0
VNM,2010-03-31,8.99,9.1,8.99,8.99,118610.0,0.0
VNM,2010-04-01,9.15,9.15,9.05,9.05,187970.0,0.0
VNM,2010-04-02,9.2,9.2,9.1,9.15,106910.0,0.0
VNM,2010-04-05,9.2,9.31,9.2,9.26,103910.0,0.0
VNM,2010-04-06,9.26,9.26,9.15,9.2,218490.0,0.0
VNM,2010-04-07,9.31,9.31,9.1,9.15,234320.0,0.0
VNM,2010-04-08,9.2,9.31,9.2,9.26,214670.0,0.0
VNM,2010-04-09,9.26,9.31,9.26,9.26,162060.0,0.0
VNM,2010-04-12,9.42,9.42,9.42,9.42,250280.0,0.0
VNM,2010-04-13,9.53,9.58,9.42,9.42,391070.0,0.0
VNM,2010-04-14,9.53,9.53,9.36,9.42,206310.0,0.0
VNM,2010-04-15,9.53,9.53,9.42,9.53,158020.0,0.0
VNM,2010-04-16,9.47,9.53,9.42,9.47,96740.0,0.0
VNM,2010-04-19,9.53,9.53,9.47,9.47,240970.0,0.0
VNM,2010-04-20,9.53,9.53,9.42,9.47,162870.0,0.0
VNM,2010-04-21,9.47,9.53,9.36,9.42,119140.0,0.0
VNM,2010-04-22,9.47,9.53,9.42,9.42,117050.0,0.0
VNM,2010-04-26,9.53,9.58,9.47,9.58,260840.0,0.0
VNM,2010-04-27,9.69,10.01,9.63,9.95,676730.0,0.0
VNM,2010-04-28,10.17,10.17,10.01,10.06,398620.0,0.0
VNM,2010-04-29,9.95,10.11,9.95,10.06,251870.0,0.0
VNM,2010-05-04,10.06,10.06,9.95,9.95,177180.0,0.0
VNM,2010-05-05,9.85,9.95,9.79,9.9,219490.0,0.0
VNM,2010-05-06,9.95,9.95,9.85,9.9,209680.0,0.0
VNM,2010-05-07,9.74,9.79,9.63,9.79,283240.0,0.0
VNM,2010-05-10,9.79,9.85,9.63,9.69,221640.0,0.0
VNM,2010-05-11,9.74,9.85,9.74,9.85,118430.0,0.0
VNM,2010-05-12,9.74,9.85,9.74,9.74,198420.0,0.0
VNM,2010-05-13,9.85,9.85,9.74,9.79,57080.0,0.0
VNM,2010-05-14,9.9,9.9,9.79,9.85,117740.0,0.0
VNM,2010-05-17,9.85,9.85,9.74,9.74,106480.0,0.0
VNM,2010-05-18,9.74,9.79,9.69,9.74,79010.0,0.0
VNM,2010-05-19,9.74,9.74,9.53,9.58,241580.0,0.0
VNM,2010-05-20,9.53,9.63,9.47,9.63,272360.0,0.0
VNM,2010-05-21,9.31,9.58,9.31,9.36,214660.0,0.0
VNM,2010-05-24,9.53,9.53,9.36,9.47,162620.0,0.0
VNM,2010-05-25,9.58,9.58,9.47,9.53,70580.0,0.0
VNM,2010-05-26,9.58,9.58,9.53,9.58,88640.0,0.0
VNM,2010-05-27,9.63,9.63,9.53,9.53,51500.0,0.0
VNM,2010-05-28,9.74,9.74,9.58,9.63,130340.0,0.0
VNM,2010-05-31,9.69,9.69,9.47,9.47,58970.0,0.0
VNM,2010-06-01,9.53,9.53,9.47,9.53,82740.0,0.0
VNM,2010-06-02,9.53,9.53,9.47,9.47,223120.0,0.0
VNM,2010-06-03,9.63,9.69,9.58,9.58,128860.0,0.0
VNM,2010-06-04,9.74,9.74,9.58,9.63,103320.0,0.0
VNM,2010-06-07,9.47,9.53,9.36,9.42,270460.0,0.0
VNM,2010-06-08,9.53,9.53,9.42,9.42,73450.0,0.0
VNM,2010-06-09,9.63,9.63,9.53,9.58,76840.0,0.0
VNM,2010-06-10,9.63,9.63,9.53,9.63,43820.0,0.0
VNM,2010-06-11,9.79,9.79,9.58,9.63,208230.0,0.0
VNM,2010-06-14,9.69,9.69,9.58,9.63,51320.0,0.0
VNM,2010-06-15,9.58,9.63,9.58,9.58,46660.0,0.0
VNM,2010-06-16,9.63,9.63,9.58,9.63,42730.0,0.0
VNM,2010-06-17,9.63,9.63,9.58,9.58,44250.0,0.0
VNM,2010-06-18,9.58,9.58,9.58,9.58,43680.0,0.0
